name,slug,powerstats.intelligence,powerstats.strength,powerstats.speed,powerstats.durability,powerstats.power,powerstats.combat,appearance.height,appearance.weight,appearance.eyeColor,appearance.hairColor,appearance.gender,appearance.race,work.occupation,biography.fullName,biography.alterEgos,biography.firstAppearance,biography.aliases
Odin,498-odin,100,83,67,95,100,90,"[""6'9"",""206 cm""]","[""650 lb"",""293 kg""]",Blue,White,Male,God / Eternal,"Deity, Monarch of Asgard, Asgardian God of the Sky, Wind, Wisdom, Crafts, Time, and the Dead, Warrior",Odin Borson,No alter egos found.,Journey into Mystery #85,"[""All-Father,Sky-Father"",""Atum-Re"",""Woden"",""Wotan"",""Oden"",""Orrin"",""Harbard"",""King of Asgard""]"
Offspring,499-offspring,50,10,35,99,100,56,"[""-"",""0 cm""]","[""- lb"",""0 kg""]",-,-,Male,,-,Luke O'Brian,No alter egos found.,-,"[""Ernie McDunnagh"",""Plastic Lad""]"
One Punch Man,502-one-punch-man,38,100,83,95,55,50,"[""5'9"",""175 cm""]","[""154 lb"",""69 kg""]",-,No Hair,Male,Human,"Superhero, Sensei",Saitama,No alter egos found.,"One Punch - Chapter 1, Volume 1","[""Caped Baldy""]"
One-Above-All,503-one-above-all,100,100,100,100,100,100,"[""-"",""0 cm""]","[""- lb"",""0 kg""]",-,-,-,Cosmic Entity,-,,No alter egos found.,Doctor Strange Vol 2 #13,"[""One Above All""]"
Onslaught,504-onslaught,88,100,33,100,100,55,"[""10'0"",""305 cm""]","[""900 lb"",""405 kg""]",Red,No Hair,Male,Mutant,Would-be destroyer,Onslaught,No alter egos found.,"X-Man Vol 1 #15 (May, 1996)","[""Charlie Silus"",""Sir David The Great"",""Charles Xavier"",""Magneto"",""That Which Shall Survive"",""the Entity"",""Dark Xavier""]"
Oracle,505-oracle,75,11,23,28,19,76,"[""5'10"",""178 cm""]","[""132 lb"",""59 kg""]",Blue,Red,Female,Human,Computer hacker and Coordinator of the Birds of Prey; Former student; former librarian; former vigilante,Barbara Gordon,Batgirl,Suicide Squad #23 (Jan.1989),"[""Batgirl"",""Babs; Barbie Doll; O; The Masked Maiden; the Dark Knight Damsel""]"
Osiris,506-osiris,75,85,60,95,65,42,"[""-"",""0 cm""]","[""- lb"",""0 kg""]",Brown,Brown,Male,,-,Amon Tomaz,No alter egos found.,-,"[""-""]"
Ozymandias,508-ozymandias,100,18,33,20,49,95,"[""-"",""0 cm""]","[""- lb"",""0 kg""]",Blue,Blond,Male,Human,-,Adrian Veidt,No alter egos found.,Watchmen #1,"[""The World's Smartest Man""]"
Parademon,509-parademon,9,28,17,50,53,25,"[""-"",""0 cm""]","[""- lb"",""0 kg""]",-,-,-,Parademon,-,,No alter egos found.,New Gods #1,"[""-""]"
Paul Blart,510-paul-blart,8,11,21,50,7,5,"[""5'7"",""170 cm""]","[""260 lb"",""117 kg""]",-,-,Male,Human,-,Paul Blart,No alter egos found.,-,"[""Mall Cop""]"
Penguin,514-penguin,75,10,12,28,30,45,"[""5'2"",""157 cm""]","[""175 lb"",""79 kg""]",Blue,Black,Male,Human,Trader,Oswald Chesterfield Cobblepot,No alter egos found.,"DETECTIVE COMICS #58 (December, 1941)","[""-""]"
Phantom Girl,516-phantom-girl,38,10,23,28,53,42,"[""5'6"",""168 cm""]","[""120 lb"",""54 kg""]",Blue,Black,Female,,-,Tinya Wazzo,No alter egos found.,Teen Titans/Legion Special #1 (2004),"[""-""]"
Phoenix,517-phoenix,100,100,83,100,100,80,"[""5'6"",""168 cm""]","[""115 lb"",""52 kg""]",Green,Red,Female,Mutant,Adventurer,Jean Grey,"Jean Grey, White Phoenix of The Crown","X-Men #1 (September, 1963)","[""Redd Dayspring"",""Marvel Girl""]"
Plantman,518-plantman,63,60,25,55,61,25,"[""6'0"",""183 cm""]","[""193 lb"",""87 kg""]",Green,Grey,Male,Mutant,"Professional Criminal, formerly Gardner",Samuel Smithers,No alter egos found.,"Strange Tales #113 (October, 1963)","[""Blackheath""]"
Plastic Man,520-plastic-man,50,63,23,100,100,56,"[""6'1"",""185 cm""]","[""178 lb"",""80 kg""]",Blue,Black,Male,Human,Government Agent,Patrick O'Brian,No alter egos found.,"Police Comics #1 (August, 1941)","[""-""]"
Plastique,521-plastique,50,10,23,28,60,42,"[""5'6"",""168 cm""]","[""123 lb"",""55 kg""]",Blue,Red,Female,,"Government Agent, former Terrorist, Mercenary",Bette Sans Souci,No alter egos found.,Fury of Firestorm #7,"[""-""]"
Poison Ivy,522-poison-ivy,81,14,21,40,100,40,"[""5'6"",""168 cm""]","[""110 lb"",""50 kg""]",Green,Red,Female,Human,"Criminal, Botanist",Pamela Isley,No alter egos found.,Batman #181 (June 1966),"[""-""]"
Polaris,523-polaris,63,73,42,50,100,45,"[""5'7"",""170 cm""]","[""115 lb"",""52 kg""]",Green,Green,Female,Mutant,"Adventurer, former U.S. government operative, former graduate student in geophysics",Lorna Dane,No alter egos found.,"X-Men #49 (October, 1968)","[""Pestilence"",""formerly Malice"",""Polarity"",""Magnetrix"",""M-2"",""Magneto the Second""]"
Power Girl,524-power-girl,94,100,100,100,100,75,"[""5'11"",""180 cm""]","[""180 lb"",""81 kg""]",blue,blond,Female,Kryptonian,-,Kara Zor-L,No alter egos found.,All-Star Comics #58 (January/February 1976),"[""Karen Starr"",""Nightwing""]"
Predator,526-predator,63,30,25,85,100,90,"[""7'0"",""213 cm""]","[""520 lb"",""234 kg""]",-,-,Male,Yautja,-,Yautja,No alter egos found.,Predator (1987),"[""Hunters"",""Yautja"",""Hish""]"
Professor X,527-professor-x,100,8,12,14,100,32,"[""6'"",""183 cm""]","[""190 lb"",""86 kg""]",Blue,No Hair,Male,Mutant,"Mutant leader, mutant rights activist, geneticist, teacher, adventurer, heir, formerly headmaster, soldier (US Army)",Charles Francis Xavier,No alter egos found.,"X-Men #1 (September, 1963)","[""Prof"",""Dr. X"",""Professor Xavier"",""formerly Prisoner M-13""]"
Professor Zoom,528-professor-zoom,94,10,100,20,83,20,"[""5'11"",""180 cm""]","[""179 lb"",""81 kg""]",Blue,Strawberry Blond,Male,Human,-,Eobard Thawne,No alter egos found.,"Flash #139 (September, 1963)","[""Reverse Flash"",""Black Flash"",""Adrian Zoom"",""Mister Zyx""]"
Psylocke,529-psylocke,63,33,25,40,100,90,"[""5'11"",""180 cm""]","[""155 lb"",""70 kg""]",Blue,Purple,Female,Mutant,"Adventurer, formerly a STRIKE operative, fashion model",Elizabeth Braddock,No alter egos found.,"Captain Britain #8 (December, 1976) / New Mutants Annual #2 (October, 1986) (US)","[""Betsy"",""Captain Britain"",""Lady Mandarin""]"
Punisher,530-punisher,69,16,21,45,42,100,"[""6'0'"",""183 cm""]","[""200 lb"",""90 kg""]",Blue,Black,Male,Human,Former United States Marine turned professional vigilante,Frank Castle,No alter egos found.,AMAZING SPIDER-MAN #129,"[""Big Nothing"",""Major Bateman"",""Ted Bishop"",""Cliff Callador"",""Castigo"",""Chaloner"",""Fred D'Amato"",""Eastman"",""Charles Fort"",""Frank Loomis"",""McRook"",""Melchior"",""Joe Rainey"",""Frank Rook"",""Richard Rook"",""Tony Knowlen Ross"",""Francis Stronghold"",""Johnny Tower"",""Dmitri Velikoff"",""Fra""]"
Purple Man,531-purple-man,56,10,8,30,92,10,"[""5'11"",""180 cm""]","[""165 lb"",""74 kg""]",Purple,Purple,Male,Human,"Professional criminal, Megalomaniac, Former spy",Zebediah Killgrave,No alter egos found.,"Daredevil #4 (October, 1964)","[""Kilgrave""]"
Pyro,532-pyro,38,10,12,14,54,28,"[""5'10"",""178 cm""]","[""150 lb"",""68 kg""]",Blue,Blond,Male,,"Former government agent, terrorist, bodyguard, novelist, journalist",St. John Allerdyce,No alter egos found.,-,"[""-""]"
Q,533-q,100,12,17,100,100,40,"[""-"",""0 cm""]","[""- lb"",""0 kg""]",-,-,Male,God / Eternal,-,Q,No alter egos found.,-,"[""Q Continuum""]"
Question,535-question,81,14,27,35,20,80,"[""6'2"",""188 cm""]","[""185 lb"",""83 kg""]",Blue,Blond,Male,Human,Former Television Investigative Journalist,Charles Victor Szasz,No alter egos found.,"Blue Beetle (Charlton) Vol 4 #1 (June, 1967)","[""Vic Sage""]"
Quicksilver,536-quicksilver,63,28,100,60,81,56,"[""6'0"",""183 cm""]","[""175 lb"",""79 kg""]",Blue,Silver,Male,Mutant,"(current) Adventurer, (former) Terrorist, officer of the Inhumans militia, United States government operative",Pietro Django Maximoff,No alter egos found.,X-MEN Vol. 1 #4,"[""Pietro Frank"",""Gypsy Davey"",""Mateo Maximoff""]"
Quill,537-quill,38,10,12,14,23,14,"[""5'4"",""163 cm""]","[""124 lb"",""56 kg""]",Brown,Brown,Male,,-,Maxwell Jordan,No alter egos found.,New X-Men: Academy X #1,"[""Max""]"
Ra's Al Ghul,538-ras-al-ghul,100,28,32,42,27,100,"[""6'4"",""193 cm""]","[""215 lb"",""97 kg""]",Green,Grey,Male,Human,"Eco Terrorist, Businessman, Cult Leader",Ra's Al Ghul,No alter egos found.,"Batman #232 (June, 1971)","[""Demon's Head""]"
Rachel Pirzad,539-rachel-pirzad,63,4,8,10,52,10,"[""-"",""0 cm""]","[""- lb"",""0 kg""]",-,-,Female,Alpha,-,,No alter egos found.,-,"[""-""]"
Rambo,540-rambo,63,14,25,30,30,100,"[""5'10"",""178 cm""]","[""185 lb"",""83 kg""]",Brown,Black,Male,Human,United States Army soldier (former),John Rambo,No alter egos found.,"First Blood (Novel, 1972)","[""Raven"",""Lone Wolf""]"
Raphael,541-raphael,63,17,50,65,59,80,"[""-"",""0 cm""]","[""- lb"",""0 kg""]",-,No Hair,Male,Mutant,-,,No alter egos found.,Teenage Mutant Ninja Turtles #1,"[""-""]"
Raven,542-raven,50,10,29,70,84,40,"[""5'5"",""165 cm""]","[""110 lb"",""50 kg""]",Indigo,Black,Female,Human,"Adventurer, high school student",Rachel Roth,No alter egos found.,"DC Comics Presents #26 (October, 1980)","[""Pride"",""Dark Raven""]"
Ray,543-ray,50,10,92,100,100,20,"[""5'10"",""178 cm""]","[""155 lb"",""70 kg""]",Green,Red,Male,Human,Freelance Computer Programmer and Software Designer,Ray Terrill,No alter egos found.,Ray #1,"[""-""]"
Red Arrow,545-red-arrow,63,16,25,20,23,80,"[""5'11"",""180 cm""]","[""185 lb"",""83 kg""]",Green,Red,Male,Human,Adventurer; intelligence agent; musician,Roy Harper,No alter egos found.,(as Speedy) More Fun Comics # 73(Nov. 1941); (as Arsenal) The New Titans # 99 (July 1993); (as Red Arrow) Justice League of America Vol. 2 # 7 (May 2007),"[""Arsenal"",""Speedy""]"
Red Hood,546-red-hood,75,12,23,28,35,95,"[""6'0"",""183 cm""]","[""180 lb"",""81 kg""]",Blue,Black,Male,Human,"Mercenary, Vigilante",Jason Todd,Robin II,Batman #635,"[""Robin"",""Red Robin"",""Batman"",""Nightwing"",""Arkham Knight""]"
Red Hulk,547-red-hulk,50,100,47,85,82,75,"[""7'0"",""213 cm""]","[""1400 lb"",""630 kg""]",Yellow,Black,Male,Human / Radiation,Lieutenant general in US Air Force,Thaddeus E. Ross,No alter egos found.,"Incredible Hulk #1 (May, 1962)(as General Ross), Hulk Vol 2 #1 (March, 2008) (as Red Hulk)","[""Rulk"",""Hulk"",""Thunderbolt"",""General Ross""]"
Red Mist,548-red-mist,25,10,23,14,20,56,"[""-"",""0 cm""]","[""- lb"",""0 kg""]",-,-,Male,,-,Chris Genovese,No alter egos found.,Kick-Ass #5,"[""The Red Mist""]"
Red Robin,549-red-robin,81,11,27,32,29,80,"[""5'5"",""165 cm""]","[""125 lb"",""56 kg""]",Blue,Black,Male,Human,-,Tim Drake,Robin III,"Batman #436 (August, 1989)","[""Alvin Draper"",""Batman"",""Robin"",""Timothy Wayne"",""Time Drake""]"
Red Skull,550-red-skull,75,10,12,14,19,80,"[""6'2"",""188 cm""]","[""240 lb"",""108 kg""]",Blue,No Hair,Male,,-,Johann Shmidt,No alter egos found.,"Captain America Comics #1 (1941), (modern) Tales of Suspense #66 (1965)","[""Dell Rusk"",""Bettman P. Lyles"",""the Agent of a Thousand Faces"",""The Man"",""Cyrus Fenton"",""Teacher"",""Tod March"",""John Smith"",""Aleksander Lukin.""]"
Red Tornado,551-red-tornado,75,38,67,60,100,40,"[""6'1"",""185 cm""]","[""325 lb"",""146 kg""]",Green,No Hair,Male,Android,-,John Smith,No alter egos found.,"As Red Tornado: Justice League of America #64, As Ulthoon: Mystery in Space #61","[""Ulthoon"",""Tornado Tyrant of Rann"",""Tornado Champion"",""Tornado Man Dreaming"",""\""Reddy\""""]"
Rey,555-rey,63,8,21,10,87,35,"[""5'57"",""297 cm""]","[""- lb"",""0 kg""]",Hazel,Brown,Female,Human,Scavenger,,No alter egos found.,Star Wars: Episode VII - The Force Awakens (2015),"[""-""]"
Rhino,556-rhino,25,80,43,90,36,85,"[""6'5"",""196 cm""]","[""710 lb"",""320 kg""]",Brown,Brown,Male,Human / Radiation,"Professional Criminal ,Henchman of the Russian Mafia",Aleksei Mikhailovich Sytsevich,No alter egos found.,Amazing Spider-Man #41,"[""Alex O'Hirn"",""Mecha-Rhino""]"
Rick Flag,557-rick-flag,88,11,23,28,19,95,"[""6'1"",""185 cm""]","[""189 lb"",""85 kg""]",Blue,Brown,Male,,"Government Agent, Covert Ops field Commander",Richard Rogers Flag,No alter egos found.,Brave and the Bold #25 (September 1959),"[""-""]"
Riddler,558-riddler,100,10,12,14,10,14,"[""-"",""0 cm""]","[""- lb"",""0 kg""]",-,-,Male,,-,Edward Nigma,No alter egos found.,Detective Comics #140 (1948),"[""E. Nigma"",""Edward E. Nigma""]"
Rip Hunter,559-rip-hunter,100,8,8,10,100,25,"[""-"",""0 cm""]","[""- lb"",""0 kg""]",Blue,Blond,Male,Human,-,Richard Hunter,No alter egos found.,Showcase #20,"[""Time Lord"",""Time Master"",""Boppy"",""Dr. Hunter"",""Mr"",""Hunter"",""Carter""]"
Robin,561-robin,88,11,27,28,32,85,"[""5'10"",""178 cm""]","[""175 lb"",""79 kg""]",Blue,Black,Male,Human,-,Dick Grayson,"Batman II, Nightwing","Detective Comics #38 (April, 1940)","[""Renegade"",""The Target"",""Freddie Dinardo""]"
Robin II,562-robin-ii,75,11,27,28,28,85,"[""6'0"",""183 cm""]","[""225 lb"",""101 kg""]",Blue,Red,Male,Human,-,Jason Todd,Red Hood,Detective Comics #524,"[""Red Hood"",""Red Robin"",""Batman"",""Nightwing"",""Wingman"",""Jaybird"",""Arkham Knight""]"
Robin III,563-robin-iii,81,11,27,28,29,85,"[""5'5"",""165 cm""]","[""125 lb"",""56 kg""]",Blue,Black,Male,Human,High School Student,Tim Drake,Red Robin,"Batman #436 (August, 1989)","[""Alvin Draper"",""Batman"",""Robin"",""Timothy Wayne""]"
Robin V,564-robin-v,69,8,33,16,29,65,"[""4'6"",""137 cm""]","[""84 lb"",""38 kg""]",Blue,Black,Male,Human,-,Damian Wayne,No alter egos found.,Batman: Son of the Demon,"[""Batman"",""Damian al Ghul"",""Ibn al Xu'ffasch"",""Redbird""]"
Robin VI,565-robin-vi,50,8,25,20,17,70,"[""-"",""0 cm""]","[""- lb"",""0 kg""]",Green,Red,Female,Human,-,Carrie Kelley,No alter egos found.,-,"[""-""]"
Rocket Raccoon,566-rocket-raccoon,50,5,23,28,28,64,"[""4'0"",""122 cm""]","[""55 lb"",""25 kg""]",Brown,Brown,Male,Animal,"Law enforcement officer, security guard, member of the Guardians of the Galaxy",Rocket Raccoon,No alter egos found.,"Marvel Preview #7 (June, 1976)","[""Sharpshooting Space Racoon"",""Rocky Raccoon"",""Ranger Rocket""]"
Rogue,567-rogue,75,10,12,28,80,80,"[""5'8"",""173 cm""]","[""120 lb"",""54 kg""]",Green,Brown / White,Female,,"Adventurer, former mechanic, waitress, terrorist",Anna Marie,No alter egos found.,Avengers Annual #10 (1981),"[""Anna Raven"",""Doctor Kellogg"",""Mutate 9602"",""Irene Adler"",""Miss Smith""]"
Ronin,568-ronin,56,12,21,10,13,80,"[""6'3"",""191 cm""]","[""230 lb"",""104 kg""]",Blue,Blond,Male,Human,"Outlaw adventurer, revolutionary; former professional super hero, fugitive, unnoficial S.H.I.E.L.D. operative, federal inmate, CTE security chief, ranch hand, archery tutor, carnival performer, roustabout, butcher shop worker",Clint Barton,"Goliath, Hawkeye",-,"[""Formerly Hawkeye"",""the Marksman"",""'Br'er Hawkeye'"",""Superhuman Cellblock Prisoner 334556"",""Longbow"",""Goliath"",""Father Time"",""Louis"",""Robin Hood"",""the Hawkeye Kid"",""Golden Archer"",""'Purple Man'; impersonated Constrictor \u0026 Dreadknight""]"
Rorschach,569-rorschach,75,10,29,20,23,80,"[""5'6"",""168 cm""]","[""140 lb"",""63 kg""]",Blue,Red,Male,Human,"Vigilante, former garment worker",Walter Joseph Kovacs,No alter egos found.,"Watchmen #1 (September, 1986)","[""-""]"
Sabretooth,570-sabretooth,56,48,38,90,50,100,"[""6'6"",""198 cm""]","[""380 lb"",""171 kg""]",Amber,Blond,Male,Mutant,"mercenary, professional criminal, assassin, serial killer",Victor Creed,No alter egos found.,"Iron Fist #14 (August, 1977)","[""Slasher"",""El Tigre""]"
Sage,571-sage,75,10,12,14,28,56,"[""5'7'"",""170 cm""]","[""135 lb"",""61 kg""]",Blue,Black,Female,,Former Soldier,Tessa,No alter egos found.,X-MEN Vol. 1 #132,"[""-""]"
Sandman,572-sandman,44,75,46,90,100,60,"[""6'1"",""185 cm""]","[""450 lb"",""203 kg""]",Brown,Brown,Male,Human,Professional Criminal,William Baker,No alter egos found.,"Amazing Spider-Man #4 (September, 1963)","[""Flint Marko"",""Sylvester Mann"",""Quarryman""]"
Sasquatch,573-sasquatch,75,80,23,56,15,42,"[""10'"",""305 cm""]","[""2000 lb"",""900 kg""]",Red,Orange,Male,,"Adventurer, bio-physicist, government operative; former college lecturer, professional football player",Walter Langkowski,No alter egos found.,-,"[""Box"",""Wanda Langkowski""]"
Sauron,574-sauron,88,85,33,100,100,70,"[""9'2"",""279 cm""]","[""- lb"",""0 kg""]",-,-,Male,Maiar,-,Sauron,No alter egos found.,-,"[""Annatar"",""Gorthaur the Cruel"",""Sauron the Dark"",""The Necromancer"",""Dark Lord of Mordor"",""Lord of the Rings"",""The Great Eye""]"
Savage Dragon,575-savage-dragon,63,70,54,85,66,72,"[""-"",""0 cm""]","[""- lb"",""0 kg""]",-,-,Male,,-,Kurr,No alter egos found.,-,"[""-""]"
Scarecrow,576-scarecrow,81,10,12,14,48,50,"[""6'0"",""183 cm""]","[""140 lb"",""63 kg""]",Blue,Brown,Male,Human,Special Professional Criminal,Jonathan Crane,No alter egos found.,"WORLD'S FINEST COMICS #3 (Fall, 1941)","[""-""]"
Scarlet Spider,577-scarlet-spider,75,53,60,74,46,56,"[""5'10'"",""178 cm""]","[""165 lb"",""74 kg""]",Blue,Blond,Male,Human,Crime-fighter,Benjamin Reilly,Spider-Carnage,Amazing Spider-Man # 149 (as Spider-Clone); Web of Spider-Man # 117 (as Ben Reilly),"[""Spider-Clone"",""Spider-Man""]"
Scarlet Spider II,578-scarlet-spider-ii,88,55,60,40,37,56,"[""6'4"",""193 cm""]","[""250 lb"",""113 kg""]",Brown,Brown,Male,Clone,Fugitive,Kaine Parker,No alter egos found.,"Web of Spider-Man #119 (December, 1994)","[""Tarantula"",""Kaine"",""Ara?a Escarlata""]"
Scarlet Witch,579-scarlet-witch,100,10,29,70,100,80,"[""5'7"",""170 cm""]","[""132 lb"",""59 kg""]",Blue,Brown,Female,Mutant,"Adventurer; formerly witchcraft tutor, housewife, terrorist",Wanda Maximoff,No alter egos found.,"Uncanny X-Men #4 (March, 1964)","[""Wanda Frank"",""Wanda Magnus"",""Ana Maximoff"",""Gypsy Witch"",""The Witch""]"
Scorpia,580-scorpia,38,28,42,28,34,28,"[""-"",""0 cm""]","[""- lb"",""0 kg""]",Green,Red,Female,,Professional criminal,Elaine Coll,No alter egos found.,Spider-Man: Power of Terror limited series #2 (1995),"[""-""]"
Scorpion,581-scorpion,50,52,60,85,49,80,"[""6'11"",""211 cm""]","[""689 lb"",""310 kg""]",Brown,Brown,Male,Human,"U.S. government agent; former professional criminal, assassin, private detective",MacDonald Gargan,Venom III,Amazing Spider-Man #19 (1964),"[""Venom"",""Spider-Man""]"
Sebastian Shaw,582-sebastian-shaw,63,85,12,95,36,56,"[""-"",""0 cm""]","[""- lb"",""0 kg""]",-,-,Male,Mutant,-,Sebastian Hiram Shaw,No alter egos found.,-,"[""-""]"
Sentry,583-sentry,75,100,100,84,100,40,"[""6'2"",""188 cm""]","[""194 lb"",""87 kg""]",Blue,Blond,Male,Mutant,-,Robert Reynolds,No alter egos found.,"Sentry #1 (September, 2000)","[""Void"",""Bob"",""Golden Guardian of Good"",""John Victor Williams"",""Scout""]"
Shadow King,584-shadow-king,75,12,27,100,100,75,"[""6'1"",""185 cm""]","[""330 lb"",""149 kg""]",Red,-,-,,-,Amahl Farouk,No alter egos found.,X-Men #117 (1979),"[""Professor X"",""Ananasi"",""Amahl Farouk"",""Evil One"",""Master of the Games; he also impersonated the following mind-controlled subjects (in chronological order): Alexander Flynn"",""Karma"",""Cypher"",""Jacob Reisz"",""Donald Pierce and probably others""]"
Shadow Lass,585-shadow-lass,63,10,67,20,79,80,"[""5'8"",""173 cm""]","[""120 lb"",""54 kg""]",Black,Black,Female,Talokite,-,Tasmia Mallor,No alter egos found.,Adventure Comics #365,"[""-""]"
Shadowcat,586-shadowcat,88,8,21,25,69,70,"[""5'6"",""168 cm""]","[""110 lb"",""50 kg""]",Hazel,Brown,Female,Mutant,"Teacher, Adventurer, former student",Kitty Pryde,No alter egos found.,"X-Men #129 (January, 1980)","[""Kitty Pryde"",""Ariel"",""Sprite"",""Cat""]"
Shang-Chi,587-shang-chi,63,12,30,50,29,100,"[""5'10"",""178 cm""]","[""175 lb"",""79 kg""]",Brown,Black,Male,Human,-,Shang-Chi,No alter egos found.,"Special Marvel Edition #15 (December, 1973)","[""The Master of Kung Fu; The Rising and Advancing of the Spirit; Chinaman (by Jack Tarr)""]"
Shatterstar,588-shatterstar,63,48,45,64,49,84,"[""6'3"",""191 cm""]","[""195 lb"",""88 kg""]",Brown,Red,Male,,Warrior,Gaveedra Seven,No alter egos found.,New Mutants #99,"[""Benjamin Russell""]"
She-Hulk,589-she-hulk,81,100,42,100,40,70,"[""6'7"",""201 cm""]","[""700 lb"",""315 kg""]",Green,Green,Female,Human,"Lawyer, Magistra of the Living Tribunal",Jennifer Walters,No alter egos found.,She-Hulk (Vol. 1) #1,"[""Jade Giantess""]"
She-Thing,590-she-thing,69,72,21,80,23,65,"[""6'0"",""183 cm""]","[""340 lb"",""153 kg""]",Blue,No Hair,Female,Human / Radiation,"Prisoner, former adventurer, wrestler, stuntwoman, scuba diver, motorcycle performer",Sharon Ventura,Ms Marvel II,Thing #27,"[""Thing"",""Ms Marvel""]"
Shocker,591-shocker,63,10,23,70,79,56,"[""5'9"",""175 cm""]","[""175 lb"",""79 kg""]",Brown,Brown,Male,Human,"Professional thief, hired assassin",Herman Schultz,No alter egos found.,Amazing Spider-Man #46,"[""-""]"
Shriek,592-shriek,50,10,23,28,45,42,"[""5'8"",""173 cm""]","[""115 lb"",""52 kg""]",Yellow / Blue,Black,Female,,"Former partner of Carnage, Carrion (Malcolm McBride), Demogoblin and Doppelganger). Before she became Shriek, she was a rock band groupie and drug dealer.",Frances Louise Barrison,No alter egos found.,-,"[""Sandra Deel""]"
Sif,594-sif,63,90,67,80,100,70,"[""6'2"",""188 cm""]","[""425 lb"",""191 kg""]",Blue,Black,Female,Asgardian,-,Sif,No alter egos found.,"Journey into Mystery #102 (March, 1964)","[""Lady Sif"",""Erika Velez"",""Mrs. Chambers"",""Sybil""]"
Silk,595-silk,75,48,71,70,71,65,"[""-"",""0 cm""]","[""- lb"",""0 kg""]",Brown,Black,Female,Human,"Vigilante, intern at Fact Channel News, adventurer; former student",Cindy Moon,No alter egos found.,Amazing Spider-Man Vol 3 #4,"[""-""]"
Silver Surfer,598-silver-surfer,56,100,100,90,100,32,"[""6'4"",""193 cm""]","[""225 lb"",""101 kg""]",White,No Hair,Male,Alien,"Adventurer, formerly Galactus' Herald",Norrin Radd,No alter egos found.,"Fantastic Four, Vol. 1 #48","[""-""]"
Silverclaw,599-silverclaw,50,28,35,42,34,42,"[""5'2"",""157 cm""]","[""110 lb"",""50 kg""]",Brown,Black,Female,,"University student, adventurer",Maria de Guadalupe Santiago,No alter egos found.,Avengers #8 (1998),"[""La Garra Argentado"",""Daughter of the Volcano God,""]"
Simon Baz,600-simon-baz,56,90,42,55,100,60,"[""-"",""0 cm""]","[""- lb"",""0 kg""]",Bown,Black,Male,Human,-,Simoon Baz,No alter egos found.,"The New 52: FCBD Special Edition #1 (June, 2012)","[""Green Lantern"",""White Lantern""]"
Sinestro,601-sinestro,75,85,53,64,100,55,"[""6'7"",""201 cm""]","[""205 lb"",""92 kg""]",Black,Black,Male,Korugaran,-,Thaal Sinestro,No alter egos found.,Green Lantern Vol 2 #7,"[""Green Lantern"",""White Lantern"",""Yellow Lantern"",""Parallax"",""Indigo Lantern""]"
Siren,602-siren,56,62,79,60,92,60,"[""5'9"",""175 cm""]","[""160 lb"",""72 kg""]",Blue,Purple,Female,Atlantean,-,Hila,No alter egos found.,"Aquaman #22 (August, 1965)","[""-""]"
Siryn,604-siryn,38,8,47,28,50,42,"[""5'6"",""168 cm""]","[""115 lb"",""52 kg""]",Blue,Strawberry Blond,Female,,(current) Adventurer (former) Professional Criminal,Theresa Rourke Cassidy,No alter egos found.,Spider-Woman (first series) #37,"[""Theresa Rourke""]"
Skaar,605-skaar,50,85,27,90,69,85,"[""6'6"",""198 cm""]","[""400 lb"",""180 kg""]",Green,Black,Male,,Warrior,,No alter egos found.,"World War Hulk #5, 2007","[""Savior"",""Son of Hulk"",""WorldBreaker"",""Long Hair"",""Little Monster"",""Conan""]"
Snowbird,607-snowbird,50,32,27,42,70,52,"[""5'10'"",""178 cm""]","[""108 lb"",""49 kg""]",White,Blond,Female,,"Goddess, adventurer, former records officer",Narya,No alter egos found.,Uncanny X-Men #120,"[""Anne McKenzie-Thompson""]"
Sobek,608-sobek,50,34,23,46,20,56,"[""-"",""0 cm""]","[""- lb"",""0 kg""]",White,No Hair,Male,,-,Yurrd the Unknown,No alter egos found.,52 Week Twenty-Six,"[""Sobek the Talking Crocodile; The Unknown in Formless Time Before Time; Famine""]"
Solomon Grundy,609-solomon-grundy,9,93,13,100,92,30,"[""9'2"",""279 cm""]","[""971 lb"",""437 kg""]",Black,White,Male,Zombie,-,Cyrus Gold,No alter egos found.,"All-American Comics #61 (October, 1944)","[""Marshland Monster""]"
Songbird,610-songbird,75,36,27,42,55,56,"[""5'5"",""165 cm""]","[""145 lb"",""65 kg""]",Green,Red / White,Female,,Adventurer; former criminal and wrestler,Melissa Joan Gold,No alter egos found.,-,"[""Screaming Mimi"",""Mimi Schwartz"",""Margie Green""]"
Space Ghost,611-space-ghost,38,18,33,40,95,80,"[""6'2"",""188 cm""]","[""250 lb"",""113 kg""]",-,-,Male,Human,-,Thaddeus Bach,No alter egos found.,Space Ghost (1966),"[""Ted Ghostel"",""Tad Ghostal""]"
Spawn,612-spawn,75,60,50,90,100,95,"[""6'11"",""211 cm""]","[""900 lb"",""405 kg""]",Brown,Black,Male,Demon,-,Al Simmons,No alter egos found.,"Spawn #1 (May, 1992)","[""The One"",""Hellspawn""]"
